Level	Date and Time	Source	Event ID	Task Category
Error	18-11-2025 22:08:44	Service Control Manager	7000	None	"The AdskLicensingService service failed to start due to the following error: 
The service did not start due to a logon failure."
Error	18-11-2025 22:08:44	Service Control Manager	7038	None	"The StiSvc service was unable to log on as NT Authority\LocalService with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error	18-11-2025 22:08:44	Service Control Manager	7038	None	"The iphlpsvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error	18-11-2025 22:08:44	Service Control Manager	7038	None	"The dptftcs service was unable to log on as NT Authority\LocalService with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error	18-11-2025 22:08:44	Service Control Manager	7038	None	"The Autodesk CER Service service was unable to log on as NT AUTHORITY\LocalService with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error	18-11-2025 22:08:44	Service Control Manager	7038	None	"The DPS service was unable to log on as NT AUTHORITY\LocalService with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error	18-11-2025 22:08:44	Service Control Manager	7038	None	"The DiagTrack service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error	18-11-2025 22:08:44	Service Control Manager	7038	None	"The CryptSvc service was unable to log on as NT Authority\NetworkService with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error	18-11-2025 22:08:44	Service Control Manager	7038	None	"The AdskLicensingService service was unable to log on as NT AUTHORITY\LocalService with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error	18-11-2025 22:08:44	Service Control Manager	7000	None	"The mpssvc service failed to start due to the following error: 
The service did not start due to a logon failure."
Error	18-11-2025 22:08:44	Service Control Manager	7038	None	"The mpssvc service was unable to log on as NT Authority\LocalService with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error	18-11-2025 22:08:44	Service Control Manager	7000	None	"The LanmanWorkstation service failed to start due to the following error: 
The service did not start due to a logon failure."
Error	18-11-2025 22:08:44	Service Control Manager	7038	None	"The LanmanWorkstation service was unable to log on as NT AUTHORITY\NetworkService with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Microsoft-Windows-HttpService	112	HTTP Setup Trace Task	Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM
Information	18-11-2025 22:08:44	Win32k	267	None	Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information	18-11-2025 22:08:44	User32	1074	None	"The process C:\Windows\system32\winlogon.exe (SAIGANESH) has initiated the shutdown of computer SAIGANESH on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found
 Reason Code: 0x500ff
 Shutdown Type: shutdown
 Comment: "
Information	18-11-2025 22:08:44	Microsoft-Windows-TPM-WMI	1038	None	"Pre-attestation health checks confirm that the device is expected to pass attestation.
 Please see C:\Windows\Logs\MeasuredBoot\0000000596-0000000000.json for detailed information on what checks were made."
Information	18-11-2025 22:08:44	Microsoft-Windows-TPM-WMI	1041	None	"Pre-attestation health check detailed information: {""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":true,""ValueFromTcgLog"":true,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}{""Field"":""BootTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true},{""Field"":""CurrentTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true}]}"
Information	18-11-2025 22:08:43	Microsoft-Windows-FilterManager	6	None	File System Filter 'bindflt' (10.0, ‎2055‎-‎05‎-‎15T02:47:06.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:43	Microsoft-Windows-FilterManager	6	None	File System Filter 'storqosflt' (10.0, ‎2021‎-‎03‎-‎19T16:17:34.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:43	Microsoft-Windows-FilterManager	6	None	File System Filter 'UnionFS' (10.0, ‎2047‎-‎02‎-‎21T16:31:20.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:43	Microsoft-Windows-FilterManager	6	None	File System Filter 'CldFlt' (10.0, ‎2029‎-‎01‎-‎27T10:14:20.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:43	Microsoft-Windows-FilterManager	1	None	File System Filter 'CldFlt' (Version 10.0, ‎2029‎-‎01‎-‎27T10:14:20.000000000Z) unloaded successfully.
Information	18-11-2025 22:08:43	Microsoft-Windows-FilterManager	6	None	File System Filter 'CldFlt' (10.0, ‎2029‎-‎01‎-‎27T10:14:20.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:43	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (10.0, ‎2092‎-‎04‎-‎06T04:21:15.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:43	Microsoft-Windows-FilterManager	6	None	File System Filter 'wcifs' (10.0, ‎2099‎-‎02‎-‎09T18:35:05.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:43	Microsoft-Windows-FilterManager	6	None	File System Filter 'bfs' (10.0, ‎1984‎-‎12‎-‎31T15:38:23.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:43	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	18-11-2025 22:08:43	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	18-11-2025 22:08:43	Microsoft-Windows-Dhcp-Client	50103	Service State Event	DHCPv4 client registered for shutdown notification
Information	18-11-2025 22:08:43	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	18-11-2025 22:08:43	Microsoft-Windows-Directory-Services-SAM	16983	None	"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information	18-11-2025 22:08:43	Microsoft-Windows-Directory-Services-SAM	16977	None	"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information	18-11-2025 22:08:43	Microsoft-Windows-Directory-Services-SAM	16962	None	"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information	18-11-2025 22:08:43	Microsoft-Windows-IsolatedUserMode	5	None	Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information	18-11-2025 22:08:43	LsaSrv	6156	None	"Credential Guard auto enablement status.

Hardware Requirements for Virtualization Based Security:	1
Domain Joined:	0
Azure AD Joined:	0
 Licensed for Credential Guard:	0
Domain Controller:	0"
Information	18-11-2025 22:08:43	Microsoft-Windows-Wininit	12	None	LSASS.exe was started as a protected process with level: 4.
Information	18-11-2025 22:08:43	Microsoft-Windows-Wininit	18	None	VBS Key Isolation was started and will protect VSM-isolated keys.
Information	18-11-2025 22:08:43	Microsoft-Windows-IsolatedUserMode	1	None	Secure Trustlet \??\C:\Windows\system32\lsaiso.exe Id 1 and Pid 1388 started with status STATUS_SUCCESS.
Information	18-11-2025 22:08:43	Microsoft-Windows-IsolatedUserMode	5	None	Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information	18-11-2025 22:08:43	Microsoft-Windows-Wininit	14	None	"Credential Guard configuration:

Registry Configuration: 0x0
Test Configuration: 0
Auto Enablement: 0"
Information	18-11-2025 22:08:40	Microsoft-Windows-Wininit	23	None	"Boot App Anti-Rollback: Initialize Completed with status:
HRESULT: The operation completed successfully.
New timer needed: false
New timer waiting for system update completion: false
Previous latch timer exists but disabled by registry: false
"
Information	18-11-2025 22:08:40	Microsoft-Windows-Wininit	25	None	"Boot App Anti-Rollback: Previous timer resumed with status:

HRESULT: The operation completed successfully.
Previous timer present: true
Start time: ‎2025‎-‎11‎-‎12T15:44:58.397911300Z
Grace period: 51840000000000
Attempted recovery enforcement succeeded: false
"
Information	18-11-2025 22:08:40	Microsoft-Windows-Wininit	24	None	"Boot App Anti-Rollback: Timer start completed with status:

Win32Error: 0
Start time: ‎2025‎-‎11‎-‎12T15:44:58.397911300Z
Grace period: 51840000000000
Due time: ‎2026‎-‎01‎-‎11T15:44:58.397911300Z
"
Information	18-11-2025 22:08:40	Microsoft-Windows-Wininit	19	None	"Virtualization Based Security new timer creation status

HRESULT: The operation completed successfully.
New latch timer needed: false
New latch timer waiting for system update completion: false
Previous latch timer exists but disabled by registry: false
Policy file exists: false
"
Information	18-11-2025 22:08:38	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Warning	18-11-2025 22:08:35	Microsoft-Windows-Kernel-PnP	219	(212)	"The driver \Driver\WUDFRd failed to load.
Device: INTELAUDIO\DIF_0000&UIF_0000&CTLR_DEV_51CA&VEN_8086&DetectionVerification\5&3773b073&0&DIF_000A&UIF_0000
Status: 0xC0000365"
Information	18-11-2025 22:08:35	Microsoft-Windows-DriverFrameworks-UserMode	10118	Startup of the UMDF reflector	UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Loaded DSP FW library: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_vlldp15x_lite_lib.bin, status = STATUS_SUCCESS.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Loaded DSP FW library: Libs\dsp_lib_intel_wov_adl_release.bin, status = STATUS_SUCCESS.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Loaded DSP FW library: Libs\dsp_lib_asrc_adl_release.bin, status = STATUS_SUCCESS.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_vlldp_131_lite_lib.bin, status = The request is not supported..
Information	18-11-2025 22:08:35	Intel-SST-OED	29	This task logs error codes to system event log.	FX module is not supported in BIOS:  {f7922237-511f-4203-a780-2c2ce0a13af2} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_vlldp_131_lite_lib.bin.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_vlldp14x_lite_lib.bin, status = The request is not supported..
Information	18-11-2025 22:08:35	Intel-SST-OED	29	This task logs error codes to system event log.	FX module is not supported in BIOS:  {56a9ea76-3745-4cc0-815c-a621faa8c9cb} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_vlldp14x_lite_lib.bin.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_tisa_ext_lib.bin, status = The request is not supported..
Information	18-11-2025 22:08:35	Intel-SST-OED	29	This task logs error codes to system event log.	FX module is not supported in BIOS:  {47fa9f7e-4b03-422a-930f-536a5eff4c35} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_tisa_ext_lib.bin.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_rtksep483_lib.bin, status = The request is not supported..
Information	18-11-2025 22:08:35	Intel-SST-OED	29	This task logs error codes to system event log.	FX module is not supported in BIOS:  {7bbe0c2c-9c46-4450-b322-114ece31c6bd} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_rtksep483_lib.bin.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_rtksep481_lib.bin, status = The request is not supported..
Information	18-11-2025 22:08:35	Intel-SST-OED	29	This task logs error codes to system event log.	FX module is not supported in BIOS:  {7aa4db02-6b41-4bc3-a712-80a2dde29e11} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_rtksep481_lib.bin.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_rtkeq_lib.bin, status = The request is not supported..
Information	18-11-2025 22:08:35	Intel-SST-OED	29	This task logs error codes to system event log.	FX module is not supported in BIOS:  {b55eba24-8349-4dad-afc7-8489d23c93ef} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_rtkeq_lib.bin.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_rtkdrc_lib.bin, status = The request is not supported..
Information	18-11-2025 22:08:35	Intel-SST-OED	29	This task logs error codes to system event log.	FX module is not supported in BIOS:  {bb303551-0914-4d56-a3ff-20955c598a8f} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_rtkdrc_lib.bin.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_nahimic_lib.bin, status = The request is not supported..
Information	18-11-2025 22:08:35	Intel-SST-OED	29	This task logs error codes to system event log.	FX module is not supported in BIOS:  {6522c274-b55b-41d7-8363-49cfe2e10580} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_nahimic_lib.bin.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_cirrusaec_lib.bin, status = The request is not supported..
Information	18-11-2025 22:08:35	Intel-SST-OED	29	This task logs error codes to system event log.	FX module is not supported in BIOS:  {29606035-3bf7-4e96-a613-ca8c90022652} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_cirrusaec_lib.bin.
Information	18-11-2025 22:08:35	Intel-SST-OED	28	This task logs error codes to system event log.	Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_bandcalc_lib.bin, status = The request is not supported..
Information	18-11-2025 22:08:35	Intel-SST-OED	29	This task logs error codes to system event log.	FX module is not supported in BIOS:  {7cc564a1-e702-4876-9511-6e9e2f208007} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_bandcalc_lib.bin.
Information	18-11-2025 22:08:35	MEIx64	2	None	Intel(R) Management Engine Interface driver has started successfully.
Information	18-11-2025 22:08:35	Microsoft-Windows-Kernel-Power	521	(220)	Active battery count change.
Information	18-11-2025 22:08:35	Microsoft-Windows-Kernel-Power	521	(220)	Active battery count change.
Information	18-11-2025 22:08:34	Microsoft-Windows-Kernel-General	24	(11)	The time zone information was refreshed with exit reason 0. Current time zone bias is -330.
Information	18-11-2025 22:08:34	Netwtw14	7018	None	7018 - secure boot (SB4) configuration
Information	18-11-2025 22:08:34	Netwtw14	7017	None	7017 - secure boot (SB) configuration
Information	18-11-2025 22:08:33	Netwtw14	7010	None	7010 - driver enabled (miniport init)
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 15 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 150
Minimum performance percentage: 58
Minimum throttle percentage: 4"
Information	18-11-2025 22:08:33	Netwtw14	7002	None	7002 - CTDP power limit value (SPLC)
Information	18-11-2025 22:08:33	Netwtw14	7005	None	7005 - SAR value max TX power (WRDS)
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 14 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 150
Minimum performance percentage: 54
Minimum throttle percentage: 4"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 13 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 150
Minimum performance percentage: 54
Minimum throttle percentage: 4"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 12 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 150
Minimum performance percentage: 54
Minimum throttle percentage: 4"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 11 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 200
Minimum performance percentage: 56
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 10 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 200
Minimum performance percentage: 56
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 9 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 200
Minimum performance percentage: 56
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 8 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 200
Minimum performance percentage: 56
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 210
Minimum performance percentage: 56
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 210
Minimum performance percentage: 56
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 210
Minimum performance percentage: 56
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 210
Minimum performance percentage: 56
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 200
Minimum performance percentage: 56
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 200
Minimum performance percentage: 56
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 200
Minimum performance percentage: 56
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2400
Maximum performance percentage: 200
Minimum performance percentage: 20
Minimum throttle percentage: 3"
Information	18-11-2025 22:08:33	Netwtw14	7027	None	7027 - get Nic Manufacturere on init
Information	18-11-2025 22:08:33	Netwtw14	7029	None	7029 - Driver initialization
Information	18-11-2025 22:08:33	Netwtw14	7036	None	The \Device\NDMP1 service entered the Intel(R) Wi-Fi 6 AX203 state.
Warning	18-11-2025 22:08:33	Microsoft-Windows-Kernel-PnP	219	(212)	"The driver \Driver\WUDFRd failed to load.
Device: ROOT\SYSTEM\0002
Status: 0xC0000365"
Information	18-11-2025 22:08:33	Microsoft-Windows-DriverFrameworks-UserMode	10118	Startup of the UMDF reflector	UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts.
Warning	18-11-2025 22:08:33	Microsoft-Windows-Kernel-PnP	219	(212)	"The driver \Driver\WUDFRd failed to load.
Device: ROOT\SYSTEM\0001
Status: 0xC0000365"
Information	18-11-2025 22:08:33	Microsoft-Windows-DriverFrameworks-UserMode	10118	Startup of the UMDF reflector	UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts.
